auth_id,card_id,merchant_id,auth_datetime,amount,currency,auth_code,auth_result,decline_reason,is_online
39,1048,100,2025-12-29 09:02:58,662.0,KZT,353602,approved,,True
40,596,47,2025-09-14 04:33:15,12207.81,KZT,005058,approved,,True
41,231,30,2025-08-31 03:46:17,26034.89,KZT,429085,approved,,True
42,721,4,2025-09-15 13:22:38,18304.95,KZT,502993,declined,card_blocked,True
43,234,45,2025-11-10 03:30:28,10620.17,KZT,404893,approved,,True
44,376,58,2025-10-16 09:48:23,41413.43,KZT,239911,approved,,True
45,246,62,2025-12-19 10:19:19,17735.07,KZT,655403,approved,,True
46,921,17,2025-11-06 23:39:38,37329.97,KZT,784176,approved,,True
47,264,97,2025-12-03 08:45:54,75445.49,KZT,450938,approved,,True
48,752,68,2025-08-09 00:48:28,28021.48,KZT,124216,declined,limit_exceeded,True
49,620,69,2025-08-01 02:38:41,32111.61,KZT,557018,approved,,True
50,1121,73,2025-08-26 12:36:56,51427.72,KZT,347868,approved,,True
51,201,11,2025-10-03 05:49:20,26823.2,KZT,440710,approved,,True
52,265,68,2025-07-13 18:19:40,35293.57,KZT,395480,approved,,True
53,857,72,2025-09-15 15:13:21,44844.91,KZT,114183,approved,,True
54,837,36,2025-12-06 20:55:24,78820.36,KZT,516730,approved,,True
55,1038,19,2025-07-03 02:25:06,43739.94,KZT,200466,approved,,True
56,1175,18,2025-11-22 14:50:11,33395.82,KZT,288856,approved,,True
57,226,63,2025-07-03 11:50:07,51867.77,KZT,093095,approved,,True
58,635,85,2025-08-20 07:35:16,31174.98,KZT,159491,approved,,True
59,679,39,2025-11-25 04:27:45,54180.62,KZT,797365,approved,,True
60,852,65,2025-09-13 12:05:10,36490.55,KZT,524125,approved,,True
61,989,68,2025-08-15 01:26:12,77783.9,KZT,591973,approved,,True
62,801,45,2025-11-08 09:35:12,22934.78,KZT,533906,approved,,True
63,305,1,2025-07-14 18:59:24,28889.55,KZT,561324,approved,,True
64,250,21,2025-10-29 22:43:48,50387.75,KZT,355679,approved,,True
65,25,9,2025-09-05 00:34:06,52761.74,KZT,537009,approved,,True
66,1002,10,2025-07-23 00:00:04,43760.64,KZT,077342,approved,,True
67,1014,4,2025-08-16 06:40:19,68935.48,KZT,634859,approved,,True
68,8,67,2025-11-14 03:14:21,47923.77,KZT,973813,approved,,True
69,514,92,2025-12-08 15:41:41,30699.44,KZT,333090,approved,,True
70,11,67,2025-07-03 09:34:05,16513.69,KZT,019271,approved,,True
71,1162,86,2025-09-24 19:05:25,3738.68,KZT,402453,approved,,True
72,135,19,2025-11-21 00:27:33,12179.2,KZT,714779,approved,,True
73,631,97,2025-10-17 11:43:25,76235.25,KZT,646423,approved,,True
74,963,87,2025-08-24 03:10:04,26384.19,KZT,856353,declined,limit_exceeded,True
75,890,53,2025-10-28 22:07:21,42398.22,KZT,785727,approved,,True
76,1200,9,2025-11-10 07:35:08,62785.24,KZT,635040,approved,,True
77,867,40,2025-09-06 03:50:07,32513.73,KZT,793513,approved,,True
78,871,89,2025-12-26 04:54:19,46510.85,KZT,968921,approved,,True
79,39,45,2025-07-21 01:29:43,15583.63,KZT,736176,approved,,True
80,313,15,2025-08-14 18:15:09,47959.97,KZT,815653,approved,,True
81,518,12,2025-12-19 18:16:57,67731.28,KZT,865944,approved,,True
82,835,51,2025-11-15 23:37:20,57991.14,KZT,048396,approved,,True
83,1065,59,2025-09-13 07:37:26,52946.09,KZT,930300,approved,,True
84,742,14,2025-08-05 05:33:00,49475.39,KZT,309327,approved,,True
85,905,66,2025-10-08 21:51:01,53868.19,KZT,880856,approved,,True
86,885,26,2025-10-13 15:09:19,60112.08,KZT,061366,approved,,True
87,246,4,2025-10-19 14:43:36,20778.85,KZT,002338,approved,,True
88,301,31,2025-12-26 21:49:33,22914.29,KZT,409616,approved,,True
89,8,23,2025-09-08 14:24:26,52648.6,KZT,397899,approved,,True
90,458,50,2025-07-16 03:12:09,74882.22,KZT,283334,approved,,True
91,845,34,2025-07-19 23:45:24,40933.79,KZT,509301,approved,,True
92,663,3,2025-10-04 11:35:59,66153.95,KZT,096811,approved,,True
93,100,55,2025-07-24 13:20:50,76989.62,KZT,082495,approved,,True
94,1046,38,2025-10-09 16:54:46,62672.01,KZT,941428,approved,,True
95,636,83,2025-11-10 03:59:05,77513.67,KZT,672514,approved,,True
96,492,23,2025-07-21 14:10:26,32495.58,KZT,418852,approved,,True
97,729,3,2025-10-10 01:07:52,59991.6,KZT,434140,approved,,True
98,309,43,2025-10-25 12:33:41,48694.06,KZT,356159,approved,,True
99,185,2,2025-09-30 03:40:53,51579.17,KZT,983917,approved,,True
100,203,72,2025-09-10 22:43:01,9836.85,KZT,566049,approved,,True
101,1086,45,2025-12-03 21:13:42,54900.2,KZT,306995,approved,,True
102,1145,100,2025-07-11 06:15:28,28281.73,KZT,488113,approved,,True
103,252,82,2025-09-21 05:07:50,27467.49,KZT,045886,approved,,True
104,204,20,2025-08-06 03:29:35,73217.82,KZT,499367,approved,,True
105,324,33,2025-11-16 03:22:05,11605.72,KZT,063656,approved,,True
106,882,2,2025-11-07 23:21:53,18443.45,KZT,383099,approved,,True
107,594,10,2025-07-16 10:23:10,67342.48,KZT,740559,declined,insufficient_funds,True
108,15,67,2025-08-25 22:19:02,7833.98,KZT,977309,approved,,True
109,1180,87,2025-11-22 07:59:23,33656.02,KZT,924838,approved,,True
110,415,56,2025-10-11 19:53:46,38135.56,KZT,068052,approved,,True
111,46,24,2025-08-11 13:44:27,15163.25,KZT,182425,approved,,True
112,243,31,2025-10-23 15:01:34,79123.41,KZT,442685,approved,,True
113,204,38,2025-12-15 20:12:21,9288.93,KZT,083232,approved,,True
114,881,40,2025-12-05 04:27:56,75046.48,KZT,531473,approved,,True
115,477,41,2025-10-11 09:22:30,61674.83,KZT,417825,approved,,True
116,773,37,2025-11-19 07:56:22,26424.29,KZT,233995,approved,,True
117,1168,80,2025-08-08 07:52:38,13537.39,KZT,522710,approved,,True
118,1090,1,2025-10-14 11:15:33,755.17,KZT,750445,approved,,True
119,228,60,2025-10-14 17:21:37,14072.17,KZT,273972,approved,,True
120,730,80,2025-12-11 14:21:54,31319.96,KZT,812739,approved,,True
121,1030,37,2025-07-21 04:52:04,44217.94,KZT,498308,approved,,True
122,1198,89,2025-12-06 02:16:02,19672.0,KZT,170894,declined,card_blocked,True
123,87,19,2025-11-08 16:40:36,64024.32,KZT,272187,approved,,True
124,632,9,2025-07-06 04:37:40,54562.56,KZT,820844,declined,insufficient_funds,True
125,1028,39,2025-10-17 10:44:29,50127.08,KZT,919443,approved,,True
126,729,17,2025-11-09 01:51:04,53073.91,KZT,118953,approved,,True
127,849,86,2025-12-02 07:37:51,79005.19,KZT,693428,approved,,True
128,865,23,2025-07-05 11:19:34,33583.93,KZT,775806,approved,,True
129,408,11,2025-08-01 05:09:47,68933.31,KZT,422040,approved,,True
130,566,91,2025-09-09 23:20:56,61403.29,KZT,698854,declined,limit_exceeded,True
131,549,32,2025-12-20 11:22:47,48682.01,KZT,286349,approved,,True
132,719,16,2025-07-07 05:23:20,21612.18,KZT,170463,approved,,True
133,640,12,2025-07-03 03:21:52,74032.65,KZT,770604,approved,,True
134,1181,13,2025-12-02 06:34:33,65466.47,KZT,846382,approved,,True
135,612,9,2025-10-12 23:08:34,2283.62,KZT,156037,approved,,True
136,1091,70,2025-09-27 12:39:55,47715.04,KZT,275599,approved,,True
137,1115,70,2025-10-19 21:28:00,10239.87,KZT,342953,approved,,True
138,676,3,2025-09-02 11:45:47,16354.03,KZT,424470,approved,,True
139,437,99,2025-11-19 00:11:41,66333.73,KZT,011916,approved,,True
140,163,81,2025-10-22 08:21:42,16582.67,KZT,578946,approved,,True
141,39,2,2025-09-27 11:39:20,36550.24,KZT,948008,approved,,True
142,126,26,2025-12-14 21:16:37,57685.22,KZT,198411,approved,,True
143,678,43,2025-11-17 19:31:52,61278.58,KZT,917606,approved,,True
144,478,21,2025-10-27 11:14:44,12233.16,KZT,307020,approved,,True
145,74,82,2025-12-28 18:55:34,31026.51,KZT,803883,approved,,True
146,994,36,2025-10-15 14:05:14,35379.96,KZT,356827,approved,,True
147,389,65,2025-12-02 10:16:33,64613.85,KZT,309455,approved,,True
148,1147,14,2025-10-21 02:48:44,11072.96,KZT,113247,approved,,True
149,756,24,2025-12-11 17:07:30,36364.98,KZT,071471,declined,card_blocked,True
150,785,21,2025-11-21 03:42:53,3638.2,KZT,564081,approved,,True
151,2,57,2025-07-31 06:21:19,76994.91,KZT,460446,approved,,True
152,580,76,2025-07-11 22:49:04,16505.35,KZT,476975,approved,,True
153,575,29,2025-10-20 09:44:15,61260.5,KZT,569906,declined,limit_exceeded,True
154,920,63,2025-07-04 19:48:57,13929.46,KZT,631631,declined,limit_exceeded,True
155,417,22,2025-09-11 01:14:05,38935.44,KZT,722678,approved,,True
156,132,94,2025-12-16 08:15:29,14718.11,KZT,367952,approved,,True
157,1162,82,2025-08-28 08:16:03,4022.15,KZT,170327,approved,,True
158,251,85,2025-08-27 08:18:43,78444.59,KZT,511065,approved,,True
159,113,40,2025-12-09 05:38:02,5180.68,KZT,958863,approved,,True
160,841,52,2025-11-02 03:40:29,32509.65,KZT,559522,approved,,True
161,167,2,2025-11-11 22:05:50,32199.91,KZT,716080,approved,,True
162,1098,80,2025-10-22 05:52:29,63562.34,KZT,590823,approved,,True
163,864,99,2025-11-20 18:30:32,4185.55,KZT,992017,approved,,True
164,952,16,2025-07-07 19:17:46,74804.76,KZT,379893,approved,,True
165,421,33,2025-10-29 21:26:13,48155.78,KZT,424667,approved,,True
166,328,99,2025-07-11 21:38:27,40375.66,KZT,877371,approved,,True
167,530,10,2025-11-07 03:02:05,66667.94,KZT,520951,approved,,True
168,1012,1,2025-07-31 00:44:47,53959.39,KZT,407943,approved,,True
169,1108,52,2025-09-28 20:25:37,10675.9,KZT,143482,approved,,True
170,535,10,2025-07-19 21:33:39,76714.84,KZT,669789,approved,,True
171,541,90,2025-12-11 20:58:51,13318.73,KZT,434944,approved,,True
172,937,87,2025-11-10 11:18:36,3495.65,KZT,136688,approved,,True
173,1121,73,2025-09-30 16:12:15,40551.5,KZT,180353,approved,,True
174,500,94,2025-11-14 08:58:05,71108.73,KZT,807145,approved,,True
175,348,48,2025-11-08 05:46:10,72136.8,KZT,488387,approved,,True
176,28,91,2025-11-02 05:37:16,70915.21,KZT,753307,approved,,True
177,601,24,2025-11-12 05:34:52,15379.91,KZT,115679,approved,,True
178,1091,70,2025-12-12 23:42:21,47871.52,KZT,771315,approved,,True
179,593,73,2025-07-18 23:40:41,49735.29,KZT,698612,approved,,True
180,766,61,2025-09-08 14:48:05,33261.1,KZT,366645,approved,,True
181,995,28,2025-09-24 01:17:01,3478.76,KZT,425036,approved,,True
182,228,58,2025-08-08 04:38:32,7381.28,KZT,581578,approved,,True
183,857,71,2025-10-29 22:20:35,68590.82,KZT,396510,approved,,True
184,650,31,2025-10-14 03:59:52,4174.54,KZT,522918,declined,limit_exceeded,True
185,957,27,2025-11-07 15:23:35,19009.61,KZT,113012,approved,,True
186,246,17,2025-07-21 21:15:37,25850.23,KZT,718189,approved,,True
187,544,63,2025-08-13 06:41:44,71901.53,KZT,048786,approved,,True
188,1163,94,2025-07-05 08:58:00,32826.35,KZT,641372,approved,,True
189,804,13,2025-09-09 07:30:35,72848.06,KZT,187056,declined,limit_exceeded,True
190,627,72,2025-08-22 02:42:46,45819.16,KZT,730114,approved,,True
191,432,79,2025-08-29 06:06:30,41244.15,KZT,158439,declined,limit_exceeded,True
192,105,29,2025-09-09 18:32:16,64456.65,KZT,982202,approved,,True
193,411,9,2025-07-05 08:49:23,71809.69,KZT,715940,approved,,True
194,146,21,2025-08-04 21:02:19,6756.3,KZT,388292,declined,limit_exceeded,True
195,1025,64,2025-10-17 10:31:41,62780.61,KZT,303873,approved,,True
196,818,65,2025-10-13 22:07:50,66818.5,KZT,887914,approved,,True
197,304,18,2025-12-21 22:41:30,76087.43,KZT,977453,approved,,True
198,144,77,2025-11-03 13:58:49,71224.4,KZT,898889,approved,,True
199,116,95,2025-11-17 03:05:45,46949.43,KZT,144944,approved,,True
200,743,13,2025-10-15 08:43:48,42973.81,KZT,239262,approved,,True
201,864,83,2025-12-06 17:15:32,48432.46,KZT,347251,approved,,True
202,192,9,2025-08-15 06:44:31,44621.66,KZT,483812,approved,,True
203,189,17,2025-07-09 09:24:46,71934.28,KZT,898928,approved,,True
204,507,93,2025-12-12 22:28:59,16033.96,KZT,980258,approved,,True
205,371,49,2025-12-23 03:24:03,47525.14,KZT,894082,approved,,True
206,167,37,2025-10-06 01:17:58,27338.48,KZT,870522,approved,,True
207,648,7,2025-10-01 15:04:55,37594.54,KZT,265146,approved,,True
208,212,81,2025-11-01 01:34:52,26729.2,KZT,698615,approved,,True
209,622,30,2025-10-12 14:26:01,72142.41,KZT,622372,approved,,True
210,808,80,2025-11-01 08:09:03,13316.63,KZT,939524,approved,,True
211,373,97,2025-08-07 01:19:34,74953.13,KZT,533620,approved,,True
212,702,9,2025-10-08 15:49:40,51051.22,KZT,135368,approved,,True
213,716,11,2025-10-14 16:13:55,69860.39,KZT,221120,approved,,True
214,37,57,2025-08-20 23:20:57,42601.95,KZT,189343,approved,,True
215,140,98,2025-08-13 23:15:20,39337.87,KZT,797958,approved,,True
216,123,97,2025-08-23 09:23:03,8520.23,KZT,405859,approved,,True
217,806,31,2025-12-24 16:37:04,71032.96,KZT,375709,approved,,True
218,314,86,2025-07-13 07:13:33,10984.74,KZT,988108,approved,,True
219,970,24,2025-11-06 15:19:20,49162.66,KZT,073201,approved,,True
220,1186,39,2025-08-18 21:57:05,39114.62,KZT,176567,approved,,True
221,98,66,2025-11-05 16:44:36,74141.28,KZT,441595,approved,,True
222,276,96,2025-12-21 20:04:19,4524.9,KZT,434345,declined,limit_exceeded,True
223,999,22,2025-09-24 02:27:04,1720.01,KZT,936404,approved,,True
224,278,78,2025-08-06 15:23:07,780.44,KZT,376656,approved,,True
225,12,88,2025-07-11 13:53:58,57821.52,KZT,603003,approved,,True
226,660,67,2025-12-01 23:22:17,47864.78,KZT,658789,approved,,True
227,617,92,2025-11-11 19:55:00,20565.87,KZT,525929,approved,,True
228,1032,100,2025-12-15 23:48:33,37193.89,KZT,958257,approved,,True
229,797,78,2025-08-24 22:23:32,79835.74,KZT,155835,approved,,True
230,806,94,2025-11-18 05:28:59,76261.53,KZT,124534,approved,,True
231,634,37,2025-11-01 11:48:08,6240.39,KZT,738653,approved,,True
232,782,69,2025-09-20 00:25:47,43618.67,KZT,731322,approved,,True
233,1180,18,2025-12-03 00:56:42,64677.88,KZT,366239,approved,,True
234,526,42,2025-11-29 07:39:24,11022.44,KZT,479942,approved,,True
235,970,62,2025-09-24 22:04:19,32476.1,KZT,354007,approved,,True
236,374,11,2025-11-08 06:42:39,67810.21,KZT,078156,approved,,True
237,791,44,2025-11-29 22:33:18,1160.4,KZT,240221,approved,,True
238,1069,93,2025-09-02 08:03:53,3580.69,KZT,930974,approved,,True
239,99,24,2025-11-09 16:28:56,8939.48,KZT,494204,approved,,True
240,28,8,2025-07-31 23:10:08,26554.56,KZT,770735,approved,,True
241,1176,91,2025-10-21 21:42:23,429.76,KZT,143281,approved,,True
242,402,44,2025-07-13 05:09:31,28713.13,KZT,949418,approved,,True
243,1127,25,2025-08-04 13:20:12,18978.05,KZT,583485,approved,,True
244,422,14,2025-07-07 02:29:51,74511.28,KZT,529405,approved,,True
245,985,60,2025-11-28 18:42:12,14200.31,KZT,603132,approved,,True
246,478,23,2025-09-14 10:30:43,22032.44,KZT,318851,approved,,True
247,240,98,2025-11-17 14:52:06,67062.05,KZT,099073,approved,,True
248,940,73,2025-10-21 21:38:13,53606.27,KZT,644895,approved,,True
249,371,84,2025-08-19 17:17:32,47949.99,KZT,251407,approved,,True
250,229,85,2025-12-29 07:07:14,14045.24,KZT,911266,approved,,True
251,623,20,2025-07-03 12:54:34,44003.89,KZT,747172,approved,,True
252,818,2,2025-11-15 19:25:12,66338.9,KZT,419807,approved,,True
253,643,62,2025-08-24 14:55:58,74741.43,KZT,228341,approved,,True
254,779,75,2025-09-01 08:27:52,45552.07,KZT,767696,approved,,True
255,1083,26,2025-12-21 09:45:43,36275.85,KZT,483033,approved,,True
256,682,99,2025-12-21 10:16:10,23558.35,KZT,526286,approved,,True
257,1131,42,2025-12-20 13:59:38,48823.59,KZT,787159,approved,,True
258,336,98,2025-08-10 15:50:47,40557.71,KZT,175940,approved,,True
259,1040,83,2025-08-06 10:20:58,65041.58,KZT,665111,approved,,True
260,82,19,2025-09-28 12:46:04,16896.24,KZT,733042,approved,,True
261,748,79,2025-08-08 20:37:16,64892.55,KZT,900562,approved,,True
262,934,81,2025-11-18 22:09:59,51945.24,KZT,762414,approved,,True
263,412,59,2025-10-07 23:51:23,21589.04,KZT,852882,approved,,True
264,128,74,2025-12-21 06:50:34,14456.26,KZT,481625,approved,,True
265,333,23,2025-08-29 08:42:40,53423.0,KZT,965330,approved,,True
266,970,93,2025-12-04 16:00:57,50394.04,KZT,109162,declined,card_blocked,True
267,646,87,2025-11-22 20:58:12,44871.16,KZT,591749,approved,,True
268,233,81,2025-11-07 07:40:28,70099.04,KZT,541514,approved,,True
269,1153,91,2025-09-08 08:04:20,18500.5,KZT,805440,approved,,True
270,1051,53,2025-11-06 22:34:53,51101.5,KZT,951347,approved,,True
271,340,63,2025-09-23 20:30:27,4959.14,KZT,540443,approved,,True
272,194,92,2025-10-19 06:19:37,59678.63,KZT,982806,approved,,True
273,475,38,2025-10-20 14:20:11,57395.81,KZT,293058,approved,,True
274,566,2,2025-11-20 11:29:24,59966.7,KZT,556528,approved,,True
275,781,90,2025-09-07 10:43:31,74963.0,KZT,375591,declined,limit_exceeded,True
276,564,88,2025-11-29 17:14:48,20637.01,KZT,169376,approved,,True
277,745,14,2025-11-23 21:30:14,45974.75,KZT,523235,approved,,True
278,863,59,2025-11-12 14:43:05,74309.5,KZT,712634,approved,,True
279,386,27,2025-12-17 12:27:51,21179.67,KZT,820996,approved,,True
280,400,97,2025-07-31 04:38:21,5295.32,KZT,383221,approved,,True
281,356,80,2025-07-25 06:13:44,65220.96,KZT,218734,approved,,True
282,467,18,2025-11-06 21:03:36,60037.95,KZT,654157,approved,,True
283,645,100,2025-07-12 22:34:46,58040.85,KZT,573002,approved,,True
284,1146,88,2025-07-11 12:57:09,22849.44,KZT,936883,approved,,True
285,895,36,2025-09-10 03:08:16,52509.19,KZT,632247,approved,,True
286,844,28,2025-12-15 18:40:04,45863.26,KZT,212435,approved,,True
287,367,62,2025-08-08 08:55:11,52227.04,KZT,939394,approved,,True
288,1051,11,2025-11-21 10:15:58,36968.04,KZT,637646,approved,,True
289,910,91,2025-08-30 07:16:27,3567.07,KZT,391169,approved,,True
290,124,99,2025-11-16 14:15:56,14186.43,KZT,535831,approved,,True
291,76,90,2025-11-04 18:07:31,3503.33,KZT,664904,approved,,True
292,768,71,2025-12-01 18:46:32,656.58,KZT,638701,approved,,True
293,748,60,2025-07-03 16:34:40,32083.56,KZT,148030,approved,,True
294,356,92,2025-09-08 21:33:57,68844.24,KZT,361866,approved,,True
295,503,78,2025-09-19 22:44:56,24577.38,KZT,248361,approved,,True
296,635,71,2025-10-24 16:03:28,40147.48,KZT,191614,approved,,True
297,210,66,2025-08-09 20:51:36,46290.48,KZT,747900,approved,,True
298,955,51,2025-09-03 13:11:07,37193.89,KZT,844421,declined,limit_exceeded,True
299,430,79,2025-08-06 02:17:58,34192.81,KZT,318337,approved,,True
300,695,65,2025-12-11 21:08:55,835.7,KZT,215172,approved,,True
301,986,23,2025-10-05 03:38:07,56250.23,KZT,315127,approved,,True
302,1177,87,2025-07-08 21:09:10,39898.69,KZT,821707,approved,,True
303,367,35,2025-07-16 10:18:32,74710.19,KZT,302376,approved,,True
304,311,17,2025-11-06 01:27:52,61055.61,KZT,323740,approved,,True
305,747,22,2025-11-05 23:35:23,4917.99,KZT,216606,approved,,True
306,40,34,2025-08-16 23:35:52,35318.68,KZT,653368,approved,,True
307,819,40,2025-09-28 18:22:10,22967.74,KZT,989705,approved,,True
308,98,28,2025-09-21 19:02:38,68885.15,KZT,801422,approved,,True
309,826,31,2025-12-24 04:24:33,6164.99,KZT,458279,approved,,True
310,984,29,2025-08-23 02:18:09,59166.73,KZT,988425,approved,,True
311,1188,96,2025-12-07 21:20:41,71169.33,KZT,642824,approved,,True
312,665,58,2025-09-30 02:24:57,64595.97,KZT,165286,approved,,True
313,1190,13,2025-09-16 07:33:04,24490.2,KZT,514715,approved,,True
314,503,88,2025-11-13 02:18:27,44352.26,KZT,142660,approved,,True
315,469,77,2025-11-05 19:53:58,79184.58,KZT,130325,approved,,True
316,238,92,2025-12-19 17:59:55,3005.47,KZT,282630,approved,,True
317,486,15,2025-08-03 01:52:54,71507.88,KZT,127421,approved,,True
318,913,60,2025-08-08 06:08:53,58012.51,KZT,712213,approved,,True
319,677,42,2025-08-04 17:03:30,61937.17,KZT,378329,approved,,True
320,1051,10,2025-10-23 05:45:04,49649.81,KZT,258625,approved,,True
321,304,98,2025-09-07 11:13:35,62433.12,KZT,004714,approved,,True
322,276,12,2025-11-08 12:56:34,41540.52,KZT,510699,approved,,True
323,1068,89,2025-12-29 08:05:27,27083.35,KZT,560074,approved,,True
324,969,79,2025-09-18 03:34:12,47679.67,KZT,570775,approved,,True
325,1159,67,2025-08-10 19:00:55,20184.1,KZT,636843,declined,limit_exceeded,True
326,543,22,2025-10-14 23:26:37,14252.62,KZT,988556,approved,,True
327,989,57,2025-08-03 20:11:44,50906.77,KZT,380064,approved,,True
328,41,38,2025-11-26 06:43:26,41393.86,KZT,367275,approved,,True
329,314,38,2025-10-29 01:08:52,8891.55,KZT,071139,approved,,True
330,1135,12,2025-08-10 04:41:26,25439.33,KZT,925610,approved,,True
331,582,30,2025-10-03 08:39:40,38501.51,KZT,456850,approved,,True
332,961,15,2025-10-16 06:07:09,6993.51,KZT,018801,approved,,True
333,815,66,2025-08-20 19:48:55,57348.25,KZT,496201,approved,,True
334,250,86,2025-07-24 02:00:23,78304.5,KZT,564050,approved,,True
335,428,81,2025-09-20 23:23:29,70438.81,KZT,054853,approved,,True
336,1054,99,2025-11-12 20:10:50,12073.04,KZT,069820,approved,,True
337,1121,41,2025-09-15 08:44:51,70101.5,KZT,567347,approved,,True
338,585,62,2025-11-25 06:00:17,61696.73,KZT,572406,approved,,True
339,499,70,2025-09-26 18:56:18,29852.13,KZT,703770,approved,,True
340,899,9,2025-12-27 01:55:00,41124.87,KZT,711354,approved,,True
341,941,98,2025-08-12 23:25:18,31229.81,KZT,250336,approved,,True
342,38,21,2025-12-29 14:13:42,75765.02,KZT,807476,approved,,True
343,3,66,2025-12-02 21:17:57,73916.82,KZT,036348,approved,,True
344,1086,12,2025-07-06 06:44:20,4589.36,KZT,069071,approved,,True
345,698,51,2025-09-12 11:17:30,58730.67,KZT,807278,approved,,True
346,863,18,2025-09-23 03:34:48,25751.44,KZT,762347,approved,,True
347,524,90,2025-08-25 01:09:42,10615.65,KZT,430209,approved,,True
348,303,31,2025-08-02 20:15:03,77192.57,KZT,097773,approved,,True
349,1168,50,2025-09-03 11:53:30,23898.23,KZT,398326,approved,,True
350,826,77,2025-10-18 17:28:14,40646.53,KZT,386824,approved,,True
351,1038,68,2025-12-30 10:58:17,72541.73,KZT,627543,approved,,True
352,779,77,2025-10-10 23:25:20,51893.28,KZT,176464,approved,,True
353,368,10,2025-09-21 18:50:11,53675.27,KZT,124784,approved,,True
354,625,68,2025-11-27 13:49:10,27147.03,KZT,732348,approved,,True
355,614,82,2025-08-20 10:28:21,20080.27,KZT,268617,approved,,True
356,1060,59,2025-07-29 21:33:52,36688.8,KZT,444106,approved,,True
357,1169,64,2025-10-18 22:11:35,34225.63,KZT,806416,approved,,True
358,740,41,2025-10-17 18:50:58,18293.22,KZT,147303,approved,,True
359,1132,11,2025-08-19 14:45:40,78094.98,KZT,841396,approved,,True
360,673,6,2025-12-02 01:51:55,71643.8,KZT,500151,approved,,True
361,262,10,2025-10-23 02:14:06,6455.99,KZT,838637,approved,,True
362,782,98,2025-12-02 10:11:09,62346.05,KZT,289556,approved,,True
363,304,42,2025-07-03 05:30:42,7611.34,KZT,607468,approved,,True
364,899,3,2025-10-13 19:56:44,47186.03,KZT,788470,approved,,True
365,690,4,2025-10-11 06:20:44,39973.24,KZT,995776,declined,insufficient_funds,True
366,195,100,2025-11-04 18:55:54,18395.25,KZT,087460,approved,,True
367,728,48,2025-10-03 09:53:25,25406.3,KZT,851980,approved,,True
368,51,52,2025-10-09 18:07:17,67214.09,KZT,459367,approved,,True
369,729,94,2025-11-17 02:52:22,75824.24,KZT,857495,approved,,True
370,822,69,2025-10-13 10:36:17,41648.32,KZT,454146,approved,,True
