session_id,customer_id,device_id,login_time,logout_time,ip_address,city,is_successful,auth_method
179d1ef2cd7f5fc53b99fdd0feaeaff4,345,426,2025-09-16 10:12:01,2025-09-16 10:13:01,201.238.232.217,Astana,True,biometric
77def6b9456ae2a7fc9bfc64e3a6c20c,612,928,2025-11-16 20:22:04,2025-11-16 20:48:04,43.237.68.202,Astana,True,password
de41d1cdb11cb82acff4e6f3bdf2a31f,751,484,2025-11-27 02:21:44,2025-11-27 02:38:44,137.133.164.5,Almaty,True,otp
3da5fb515990d2d48f0878dcddee83bb,803,966,2025-09-12 21:56:48,2025-09-12 22:39:48,101.98.46.158,Shymkent,True,biometric
32c7ec2c38356feaec602dc573631ad6,463,843,2025-09-22 15:29:58,2025-09-22 15:32:58,77.36.231.64,Taraz,True,biometric
fbbf33ddf4fd62a65496f3ef495aed82,232,306,2025-10-18 10:03:06,2025-10-18 10:41:06,50.106.81.233,Taraz,True,biometric
342e5a88c4b8cd13f21bfdcf1dad6713,497,517,2025-09-01 15:25:09,2025-09-01 15:48:09,183.81.213.74,Atyrau,True,biometric
bb9b6ddb0282cdcacbc99d775ec80051,991,328,2025-09-11 13:19:00,2025-09-11 13:58:00,186.69.233.60,Pavlodar,True,biometric
f66cbbb2a0a3b673da828bdfa0e355bc,690,543,2025-12-22 19:46:28,2025-12-22 20:23:28,164.201.184.214,Taraz,True,biometric
2f49a8a6ff7080f8bec23aa88b3582c8,745,197,2025-11-27 06:41:44,2025-11-27 07:05:44,47.161.168.250,Taraz,True,password
8d7c7cfc22f22235dc9a5ebf69e1bb4f,412,445,2025-09-23 21:23:53,2025-09-23 22:14:53,96.22.159.33,Oskemen,True,password
91989d0df37aaed6a40f9edc6cebbeaa,961,534,2025-12-05 02:20:38,2025-12-05 02:50:38,14.95.254.131,Semey,True,biometric
fd1fe628d28b7aee12ecab61d22cafde,275,542,2025-11-22 09:57:17,2025-11-22 10:03:17,115.52.210.96,Astana,True,biometric
b3e8c3beddaca416a125f4d27cba3aa0,695,506,2025-11-23 02:49:30,2025-11-23 03:12:30,73.246.221.111,Almaty,True,password
d8ccfea6cb7dcbfcb9eb386d44d074e7,176,1079,2025-10-31 08:54:51,2025-10-31 09:40:51,202.195.244.81,Oskemen,True,otp
a1f0795cf342bb8559cb52bbd6f5b98c,919,510,2025-11-27 15:26:44,2025-11-27 16:14:44,5.103.130.133,Almaty,True,biometric
bf4d6ae20ff3bb693aecbefa922a5b20,630,139,2025-10-24 18:04:10,2025-10-24 18:45:10,16.16.80.111,Semey,True,otp
f7ad20f343e13cd386113f3275e00aeb,969,231,2025-09-11 13:53:22,2025-09-11 14:27:22,197.162.156.107,Pavlodar,True,otp
a4d82da93dfebe4dbc30297cc8afaf72,857,246,2025-11-01 03:47:44,2025-11-01 04:05:44,219.179.40.223,Oskemen,True,biometric
dfa53cb3b8d65c2cb5208805ee94aae3,211,979,2025-11-10 16:48:02,2025-11-10 17:21:02,213.52.101.169,Oskemen,True,otp
ce9364d106bffb49b6dbfcadd4a4737a,545,150,2025-09-17 17:10:02,2025-09-17 17:51:02,78.8.223.216,Pavlodar,True,biometric
21184ea6dda975152c35ea0df3607ef8,258,489,2025-09-06 01:59:23,2025-09-06 02:12:23,34.162.8.230,Astana,True,otp
ebc766e347c6bbf686ccf072daee02ab,468,943,2025-12-09 06:19:03,2025-12-09 06:38:03,204.92.140.153,Karaganda,True,password
dff10ce0fdb8baa8faa5215214fca4e4,888,346,2025-11-20 05:17:16,2025-11-20 06:07:16,2.228.11.134,Atyrau,True,biometric
5ed0fb4c1d0fac0341f4cb34b083cf54,949,304,2025-11-19 03:50:29,2025-11-19 04:09:29,161.64.23.250,Shymkent,True,otp
4951ec8a96c8f81af5d3c08f403dc9ad,82,245,2025-11-30 22:58:00,2025-11-30 23:08:00,191.54.6.253,Astana,True,password
afc703cea5bf3e3f4422fda88bcf5a94,615,725,2025-09-03 01:01:25,2025-09-03 01:56:25,124.140.17.231,Almaty,True,otp
34fae463b1195cbf728bbbc5cf75bdfa,908,1046,2025-11-27 08:16:46,2025-11-27 09:03:46,164.37.56.118,Almaty,True,password
cf56e8ce32dc2be5bcf1bc2ea55bef0d,182,1124,2025-12-15 05:40:28,2025-12-15 06:10:28,39.156.183.110,Taraz,True,otp
95ccb0ad86e18cf87c3a9f80d131f40f,939,1119,2025-10-28 12:27:27,2025-10-28 13:27:27,47.21.24.220,Oskemen,True,biometric
a5fe9a74ba92f2bcdf83125c6fcd7d6a,243,860,2025-12-28 00:48:35,2025-12-28 01:12:35,146.190.134.188,Oskemen,True,otp
5df9aa0d3fb1ea3e68ca06da7b6e7fbe,925,63,2025-10-18 12:17:54,2025-10-18 12:38:54,110.171.255.118,Karaganda,True,otp
9feebff1334ac3ddb0fd04e30642cde8,200,844,2025-10-03 18:31:39,2025-10-03 19:11:39,98.250.222.68,Karaganda,True,biometric
2333dceb60614e35ce1cdca3efdf534c,821,553,2025-12-24 00:04:50,2025-12-24 00:42:50,185.92.140.191,Shymkent,True,biometric
51a5dbfb3e4acf7facb0ad60bfbf55f6,380,356,2025-09-29 07:54:20,2025-09-29 07:55:20,84.190.160.153,Semey,True,otp
510cc2ea0d28a45d7bc4c5f3d5aa84f5,692,385,2025-11-02 02:40:46,2025-11-02 03:15:46,165.204.135.18,Astana,True,password
9dcbbd6cb6c37040bce3db83e957af68,867,1077,2025-10-28 23:43:40,2025-10-29 00:32:40,62.146.118.43,Oskemen,True,biometric
95eb6d169a4370d7f45a1f911ec87e28,301,410,2025-12-16 15:15:37,2025-12-16 15:23:37,16.188.37.242,Aktobe,True,otp
61b85f20afcaf7c8e1fab4354d08c3db,202,158,2025-09-10 23:22:48,2025-09-10 23:49:48,5.76.255.18,Pavlodar,True,biometric
