device_id,customer_id,device_type,os_version,app_version,push_token,is_trusted,first_seen_at,last_seen_at
49,440,android,14.3,3.1.6,e4fe8ae65acc0dbb1f8f934cb6bf0ef4d8e179bc1ea8aef07fad3b9ec12d38ed,True,2025-06-09 06:41:47,2025-08-11 06:41:47
50,596,android,10.0,7.0.3,5f8a933d4c4e2c4651d36f3f8aae4b3b5c22eafef1ab7faca2e1fcce17b1cbd5,True,2025-07-07 13:45:11,2026-01-12 13:45:11
51,361,android,10.4,7.4.1,e331b9c5d948aa7cad36fec4037bcebb7aeccd1b8e49bd08810dacbbfc4ced8c,True,2024-07-06 03:25:20,2024-07-08 03:25:20
52,779,android,16.3,4.16.4,f9bcab2c52c408e4243ec5fcb7585daca210e391e3458ae6c3dddafc76d05ad6,True,2025-03-07 20:18:17,2025-05-09 20:18:17
53,986,android,17.5,4.3.2,8c7175cbf39af6b8fffd04ee16a8c1be9ac2b71bcaa2fbab71d5dba9c72ddeff,True,2025-07-30 07:48:22,2025-08-05 07:48:22
54,735,ios,12.4,5.17.3,aca290cba24a53f8cf3d92cb9b8047aee7d90cfcb9905f4a8642d5ad66ee117b,True,2024-05-28 07:22:19,2024-09-13 07:22:19
55,432,android,15.4,7.7.8,ed58fbd3bf1820ddb5bfcb5965818d0b96afea74fc7fdb36ea6c75e5fdab81ad,True,2024-08-16 14:25:00,2025-01-30 14:25:00
56,893,android,18.2,6.4.8,3ffa78103b65745c70a56e238bb70ed5cff9db3afb4afce7dd6d4b0636ef01ad,True,2025-04-16 10:29:34,2025-07-20 10:29:34
57,1,android,10.1,5.11.6,5fb8beffae5acd3e277a89cf6ef9c26a78f944f94c70bda035ea33b0bcf8b2ef,True,2025-02-13 16:45:30,2025-05-26 16:45:30
58,239,android,17.2,3.10.8,9ac77feb1c9a8b3a4dcb7ebde7a20a1961f4a1fcd0d0eff8deae848d66a054f5,True,2024-08-01 21:32:30,2025-01-16 21:32:30
59,828,web,16.1,4.19.1,af517fd58a2dcaf240ce65c96657cd5d9ae819ea97b6aa0d316fb0f9da6a4e39,True,2025-03-26 01:23:21,2025-08-29 01:23:21
60,385,android,17.3,4.14.3,ddf5f1edbee8960da1e4432ba9dd529c2fbea95e75317065bf30dcca1a5acfa1,True,2025-11-06 00:20:24,2025-12-05 00:20:24
61,196,android,13.0,4.6.2,51eed93d4be8ae5aff3f9c42f593ed0e3ce11b0f4cca7abefffacde3d04f4be2,True,2025-09-04 04:52:25,2026-01-13 04:52:25
62,737,web,10.4,5.18.7,5ddefa724b807b662e0ad895ba7efc5a6ee1dfd4b4ecbcdefb6948cb3de5bdd8,True,2025-08-06 08:01:42,2026-02-07 08:01:42
63,925,android,17.0,6.4.5,8ebdb3d1afe2f75ecbb2a21199fa9e8fca75ea912dafc2b6204fbf73e9b0d3c6,True,2024-11-29 23:31:13,2025-04-08 23:31:13
64,31,web,14.4,5.18.4,ca31abef9ffbd5bcfa2ba3257dd4bdd1796ba0acccfcb35bb0427f6aafeabaeb,True,2024-06-08 03:46:00,2024-07-27 03:46:00
65,37,web,14.1,4.17.9,214a6a5bfd1b6cd88cdeb97e82f21521c7d3fcffe883eb7e4da6bc3e406e1d03,True,2025-05-17 21:30:26,2025-10-27 21:30:26
66,19,android,14.1,7.13.3,7ebfcd84f9fd5ff73f154e6a6a2fdcd3abcb6fa8efd73eb81678ca15bc31c498,True,2025-10-05 04:31:52,2026-04-05 04:31:52
67,210,android,16.2,4.15.0,c4eebfeaabaa1cde620da8dfbf3e3f7aecd1cd98889aa9aa1721057db7ba6aa7,True,2024-08-25 17:50:55,2024-12-24 17:50:55
68,626,ios,12.4,7.19.1,cfbbbec6c06af8bffb4d06d72c5cb5ba0c8024bccdcdc41c35d84b7d7af0bd43,True,2024-07-15 17:13:30,2025-01-10 17:13:30
69,834,android,12.3,6.1.2,ed3d2a343ac0a14e56f09e17eb2d9bcdea43354cbaecc3c57b5420bc3caceeac,True,2025-08-09 18:17:49,2025-12-03 18:17:49
70,83,web,10.4,4.6.2,abd5b1fcfec7728767ff616aefeaf396ccea00cc64b60f27ad532ee83f4f71bf,True,2025-07-24 16:12:44,2026-01-17 16:12:44
71,949,web,12.4,5.13.0,2eeccd3b9e99a22f1b7aaec0fc14ad1ae991c228f7ee2e8b0a3cd4be817c9c7d,True,2025-05-11 16:22:02,2025-08-10 16:22:02
72,724,android,17.1,4.13.6,6fb224fe53aec32e36dcfa61fb25c0aeaf63c56e5ff0c695ebee806796a7fd0e,True,2025-12-14 14:34:15,2025-12-17 14:34:15
73,500,ios,18.1,4.10.3,bd3fa7ebf3b23aac468d842a14bcaefdb5dca798e8bdcbb09bc16f13a9ae84ce,True,2024-07-19 10:57:17,2024-08-14 10:57:17
74,147,android,17.1,3.17.6,cddf32ab5a1aefdbc7f63d5ea4104eb2e1b80e0b78cd2acecd0b64c40ebc45ee,True,2025-06-01 05:43:11,2025-10-05 05:43:11
75,915,ios,15.1,7.7.7,467be3d1d8e5d2d963d6be9ccfa2d32354e3e58ce4cc4e7d741a4bf0f756afb2,True,2025-08-19 16:44:16,2025-11-22 16:44:16
76,449,web,17.5,6.11.6,5a5dcccbd4ffe352eb9bd70aafe21eedef2bf88fce2cf01cfcd7b43dda68acef,True,2024-08-04 01:43:57,2024-10-28 01:43:57
77,840,web,13.3,7.20.8,cc5aca6d5fee2a3dd4ffaec673ab6aec282edb97eeef0d1f3ec4d2cfa55b5a7d,True,2024-10-08 01:20:17,2024-12-27 01:20:17
78,952,android,13.5,3.7.6,fd28ac0fbbdeebf8be52ba57e1cac1e8ba8dcfe2e229dcb3661074fcd243bb27,True,2024-06-21 00:01:59,2024-10-14 00:01:59
79,611,android,18.0,4.14.0,d3542459a44e7050f53d4cc5f700b015fa7b00f9f57f7bed8377d959175b5e6e,True,2024-07-15 17:23:56,2024-11-07 17:23:56
80,465,android,18.5,6.9.3,bab1faf7cbbb9b3dc4144b80de5f0f9a572e0af02eaaa396fe577cab9048d57e,True,2025-04-11 18:14:33,2025-10-01 18:14:33
81,829,web,14.5,3.16.7,0964a8343067ab32dacfd5a9baeb0cef1cf6caeafaceb4e0dcdcf007859ddecb,True,2024-07-01 08:30:29,2024-12-18 08:30:29
82,130,android,12.2,7.14.5,3ed586ec762e0b4c3cfbfef8d027052c9dbbde274a6a5b81d7f78c482bd8ee85,True,2025-06-28 04:05:32,2025-10-28 04:05:32
83,183,android,15.1,7.7.7,55b8b957fdee7b3f06cd441adcf8a7c5dc7612ab5cd15ea71bcfbe2dc3c91f2e,True,2024-07-30 17:46:36,2024-09-18 17:46:36
84,208,android,16.2,3.19.5,ef4b8df40cfdd567adcf3f9fec7b1cbebff2a0deebe2abec8ec90a99aa4ecc2d,True,2025-08-17 22:44:57,2026-02-03 22:44:57
85,159,ios,15.0,6.10.7,8001bbb6de30bb1fb6b0dccddb337c922ef1b3ab4f27b7f0c7cc5feac7d2f33b,True,2025-11-14 21:55:56,2026-02-12 21:55:56
86,225,ios,11.2,5.11.5,fbaca9bfda26a0e6cf52138bfe1afc318bab3e29ddcf7ac0450f510fb7a11f1a,True,2024-08-02 16:59:25,2025-02-05 16:59:25
87,916,ios,12.1,5.6.3,18adac4ab0977ae8627ea0b98e6417d357ddec283cffd925d2d97d9af616b9b3,True,2024-11-30 22:42:21,2025-02-21 22:42:21
88,953,android,16.2,4.9.9,cdfac3d7dbeff6bfab1c4f08ebfd4301abeac34c9ea1c7190ebadfdcb56ff2a7,True,2025-09-24 04:28:57,2025-11-05 04:28:57
89,621,android,16.2,5.19.5,c1ad79d796f1fbb6cb85394d5e5b1dd027e24d2fe237d26cfb20f68b655bbd9c,True,2024-06-24 16:04:46,2024-08-26 16:04:46
90,572,android,16.3,6.2.6,0da102e5f1ab4727fcf43feb3a3a6fda5bea541eb5d8ec854efa9ed2f9a9e12f,False,2025-10-06 05:02:26,2026-04-01 05:02:26
91,280,android,12.2,5.7.1,fbc5c2b710de9bfaeacdee4d40fbeb27ff544beb6dc8268e5cac831c8f2c38ae,True,2024-12-17 16:55:41,2025-02-05 16:55:41
92,500,android,16.3,6.12.6,032078f1ef0c690b8a2513d3c7d346e9acae82fda19ce2fedd2cc283cee181ef,True,2025-09-01 16:52:05,2025-10-24 16:52:05
93,860,android,13.0,5.4.2,06c78c4f38aa9326a8ffbd5cd716f40d45d2bbd74c7caaac1fc44d4c3c57cda7,True,2025-03-18 06:57:52,2025-07-25 06:57:52
94,910,android,17.4,6.10.0,8871bfe882e8da600ec5d9b7e165a2e2458f32ea6b13ceb382d1bb1dd8fdacf1,True,2024-09-27 20:48:08,2024-10-25 20:48:08
95,402,android,16.4,3.0.6,bea744d0d8c35129b3cd3fcd21a24d046bb4d26a581e4048e78b86c734c0d17b,True,2025-04-02 00:04:39,2025-08-23 00:04:39
96,383,android,12.0,4.3.9,8df8eac3fe18883049bddfae4faebef6acebb75dcda0bd17ddbe96aa0b5fafeb,True,2025-10-01 08:25:08,2026-03-02 08:25:08
97,27,ios,16.4,5.12.6,dfbdedada4bcfe0ac60c40adec3f6831cac3aae61acbfcefc8c902c1e1a29462,True,2025-07-08 13:37:37,2026-01-21 13:37:37
98,743,ios,11.4,6.6.2,dbda9d2b0dd2afdad415f6b140e122df9b8ddfb4ba3ef9dcfda9f0a7b0dacf69,True,2025-06-24 09:54:27,2025-11-17 09:54:27
99,202,android,10.0,7.3.2,47e39c9d882affedb42bd5deec5cf77acb4dc0e14d38df62da8dba833030dc37,True,2025-12-03 16:16:16,2026-05-16 16:16:16
100,320,ios,11.2,4.14.9,873dd6d88b0547d900faeaa6daa7e64e03b0a68b938dba68f0e725f973d932fd,True,2024-11-24 08:17:35,2025-02-13 08:17:35
101,524,ios,11.5,3.15.1,10f462de7162d15b1c2f95ec27ec55f16af6ffd92e9c5f2cf3cdc5db09b51eca,True,2024-12-21 00:34:58,2025-01-25 00:34:58
102,145,android,12.5,7.12.7,b5dcc9fac7ebe04eee8cdd3072c1db4e34cb9c224dbeaed626eddc1ad34fd644,True,2024-08-31 06:18:08,2024-11-01 06:18:08
103,453,web,17.5,3.2.7,0b30bb1cab495cfceddbb3eeeba7e5ff2ab2a88b1cee24e02b6bb3a1efa36bf4,True,2025-06-12 01:22:56,2025-10-29 01:22:56
104,675,android,16.5,3.7.0,aec976dead3c17a2ccaffdef0d0041ebfa09e9f72ede9a57dc9f816cb46ef9a7,True,2025-04-11 11:23:51,2025-10-03 11:23:51
105,701,android,17.1,3.8.3,bf43382bd3b5ad7ef3d54ac1f75d27f1be4d4dcad7dbb0e60cb1ffd2c5efbbc8,True,2025-06-10 13:19:03,2025-07-04 13:19:03
106,838,web,12.3,5.3.8,4e362193fee63ef4bc86fbf52c82f5e11ffd7bdc27a8d658bda3ff737f9ad24a,True,2025-08-16 23:31:31,2025-12-20 23:31:31
107,485,web,16.0,5.2.8,fc1a393789fef7dc0cfce2ae3d9afffbb76cd5fc47e78b7cdd7de2b5f58ef0bd,True,2024-07-27 16:45:21,2024-08-13 16:45:21
108,831,ios,15.3,4.16.0,01c8eceac50ceb87deccde5a3ca522ad8fc9dba9ffe6e5d5b933d28a9d10aaef,True,2024-11-01 19:41:47,2025-02-13 19:41:47
109,798,ios,17.1,3.12.0,d151fe073f4d917eaece4d6def8019cee3b81bfff97bb2afccf3ddbae3c5bc89,True,2025-04-27 07:31:47,2025-10-28 07:31:47
110,483,android,15.3,5.5.9,eed43e66da75c81649bc8c1b23ce9570fb7c8d921dca6e2f44f3fb2e59fe3fc9,True,2025-03-13 15:46:54,2025-05-25 15:46:54
111,175,ios,16.2,7.4.2,ddfcbdc0cf5bebe6cdbb94fdb4f4e4c630d2b75dd7dd14bded27effccc89dc9d,True,2025-02-27 15:32:31,2025-08-27 15:32:31
112,300,android,16.4,5.3.6,fcc6dd9780b7fec14ad25dbbdaa4da611c78b4cbf918eaccdb67c1e9a4936b8d,True,2025-04-07 01:35:55,2025-04-27 01:35:55
113,83,ios,13.1,3.20.3,f9ddaccadc35c442b7dd36a9ceeb8f1f8d21659ae786ba9caa8b6175ebba2fde,True,2025-11-16 08:04:06,2026-04-05 08:04:06
114,235,android,14.4,4.10.4,eed2a1cbf2ff5fe9f46d111cb3ef4f6ca7b3fae54ce46dcfcf9e5cc33bcb41db,True,2025-01-20 23:14:59,2025-05-22 23:14:59
115,37,web,11.5,6.7.9,cbaabd6558f6d68af12e7ce5b2ebfd781b72f4ddf6ddab6f1dc8001f8edd92ef,True,2025-07-26 14:30:42,2025-11-30 14:30:42
116,820,android,18.3,3.13.5,ae1b6eeeba832e66fa53cac3edc6c88cba3fcbb36dfbdca55337643bb7615d1f,False,2024-06-29 04:44:39,2024-11-29 04:44:39
117,934,ios,12.3,7.5.8,aadce32a8c348b1fb2c6fcbe7a411e73104cbcfee208790aebb4a8b5e6a8a6ea,True,2024-12-26 04:10:20,2025-02-10 04:10:20
118,257,android,17.5,7.12.8,7afdf2cbfe78ac18bd6cfd3ab71a7bbff26a81d60b30b2f85fbecce5dff6ecfb,True,2024-05-26 15:55:54,2024-12-12 15:55:54
119,437,android,13.2,6.14.8,89f9f239f63aacc1bd14174a51dd8b209f23e8ef4cbc562afbb9ecb4204efcbe,True,2025-07-23 19:38:57,2025-08-19 19:38:57
120,936,android,18.4,6.11.4,e4e24edfb91909822b6acde46ce690a711eb021dd1d2ef716f6fb1eda9ad27d2,True,2025-04-11 04:49:22,2025-07-09 04:49:22
121,282,android,15.3,5.20.1,0e39ebf1a76f62ca65d8fe0e3f3feff8dfbddc5a417b934bb8aeabcb1ceb7d1b,True,2025-08-09 17:37:57,2026-01-30 17:37:57
122,81,ios,10.5,5.18.1,f9f5cdabdec525b4e3e4c768696e6b2ce2b06f58f6e0d5cc96f5bf6bdb9ecdfa,False,2024-06-18 17:55:34,2024-08-25 17:55:34
123,268,web,12.0,3.8.4,14e4eb92fcd3ae7d08fdceb6eccdfac0b3b63cb744cd8fffc67b866a13daab7f,True,2024-09-19 04:37:45,2024-12-24 04:37:45
124,702,android,14.5,6.5.3,97fd2ecc7b7fe851124d5ecdb1ff15f6d7e8faf5ad789c4dcd61ecdba27adef3,True,2025-10-06 20:20:15,2026-02-15 20:20:15
125,62,android,14.2,4.5.9,f077ffd84caaff50ab8fb65edea7905abf5574d8feef989ed1becc30dc7a9b6d,True,2024-09-26 16:54:50,2025-04-10 16:54:50
126,465,ios,10.5,3.13.3,7217dedd0dbe0bc8a8bcb9aadaa43b87a57fa4da3b3adaadf7ebeefc0cb39ac1,True,2025-06-09 06:22:55,2025-10-22 06:22:55
127,157,android,13.5,7.14.5,6c31bd44e0c8aeeb9bd87e38db7f4e45d07e69b8aca1ddb2c4c4fcc7cb4d029e,True,2025-09-01 05:41:57,2025-09-13 05:41:57
128,800,android,17.0,6.2.8,52af5cd0a6baeec0a2a3d38df3b56f9afc2e89aaccbc4aa16c1aef27fd03adfc,False,2024-07-07 22:33:09,2024-07-17 22:33:09
129,339,android,18.4,4.15.0,cd63bb281ea3ebeff4ba74e0f3b33a0d52b15d4b7d1aedba97bf8e3fc8b3af79,False,2025-01-05 11:06:22,2025-06-10 11:06:22
130,70,android,13.4,5.3.1,d4d2ddafbdaecadf8cdd173d0a8cbb7d1bc8c6c36edfad7d49fbfead236bd0a1,True,2025-07-22 05:37:41,2025-12-13 05:37:41
131,625,android,11.3,7.7.1,3062161fb49c56ffcbeff86cfdb9fb3aa0ec78b06b9dcea05128d01ca16ff5de,True,2024-08-23 14:35:50,2024-10-28 14:35:50
132,340,web,12.3,7.12.0,a2a6504ba0e1932993dfecbf9de42da630c2a4a719cf03ebbaaceffec6d50eb2,False,2024-06-24 17:06:57,2024-12-12 17:06:57
133,759,android,14.3,4.5.7,d3b280b3dabb087ccddbb587dcab7bac677dcfafaca28555eba4741f5c9aec26,False,2024-08-28 20:51:19,2024-11-21 20:51:19
134,880,android,11.1,7.11.3,81923e871d27bdf7afef5b27812d1c68c1e4fbfeab3c99ae2bdddb933bb468df,True,2024-06-16 19:19:24,2024-12-12 19:19:24
135,366,android,14.0,5.8.2,a0b4bddf3167d43fffd3a1c3ea7623561ce3cf8e1d21a4ed7bdda2526e4eec0e,True,2024-06-17 14:02:22,2024-08-10 14:02:22
136,260,android,18.0,5.17.8,27b2227b1892f9a0ecfe1b78b5e7d327fde9d1abf6a206bb515e1d52afcbacaa,True,2025-12-30 20:45:01,2026-07-11 20:45:01
137,619,android,18.4,6.19.0,cbe3cfa4c0dbbbe4ef40102a75ed79cbb4bcdf944bdd22f4bdc9ac09f7bd6bb0,True,2025-06-24 00:28:26,2025-12-28 00:28:26
138,266,ios,16.0,6.20.3,ddea9cc2e7ccf8b69ae7a13fabe19dccc54b633eaddbcc2eae689ec09ebfd352,True,2025-05-19 03:28:36,2025-10-22 03:28:36
139,630,android,18.3,6.6.5,95b9bca3bbee0ed0b6fcc7d3cd0ddcfbafe0b35a35197e51a6fd314c0afb5bf9,True,2024-05-18 12:22:30,2024-08-10 12:22:30
140,908,ios,16.1,4.3.5,763cf44bbcc50990ea5e095ab11ff43acf5adf8e75c9606b2adee129f9c35cf5,True,2024-09-24 08:25:32,2025-01-02 08:25:32
141,97,android,15.3,7.2.6,bb140c7d8ba7fad573c85a5bfaecc83ed3e0989c6daae0edaae2abd4503a65c6,False,2024-09-09 11:06:49,2024-09-09 11:06:49
142,784,web,13.0,4.3.9,ac42b91a34ccad4caca44a4f9e9aa0fc16cadf217c6dfb4fcd79e2cffc1b56bc,True,2024-10-03 12:39:19,2024-12-21 12:39:19
143,537,android,13.5,5.3.2,7ac77ed6db3b36a22ff88d9cb61adbf7bfddbb41bc5c5fcd137bbd93b7bbee96,True,2025-05-21 04:56:23,2025-07-21 04:56:23
144,854,android,16.5,7.17.3,80ab1b8e9465221fcec74c4fdea29cc39aadaacafb0f7703959def1dbb71831a,True,2024-08-20 02:17:18,2024-12-24 02:17:18
145,980,ios,16.2,5.0.5,9ec0e155d0df5eb6354d2ceb5d4dbe8d34512cf55994a955f212efbfdbb78d69,True,2024-11-30 09:57:30,2025-06-14 09:57:30
146,837,ios,16.3,7.5.6,ed662735c7eb21aebe78d0acee411ff7e6f8897b02b5f97e0c75e34b1a6ec37c,True,2024-06-08 13:04:28,2024-11-08 13:04:28
147,810,android,16.0,7.2.0,4eff1ab3afdae8bebfd2cac514e8081abc0efecfbd1cf5272a99fe1dd5debebb,True,2025-03-30 05:13:08,2025-04-19 05:13:08
148,553,ios,13.4,4.1.3,d6be3e2b59cb241b8c7f5b0cba08de7fd40bc7f098cad39e63ead4d02fc14e06,True,2024-05-16 20:29:29,2024-06-19 20:29:29
149,697,web,10.2,5.18.9,cbaf1e7fa00fc0df7995c8c5fcc1bfcd4ebebf186a5dfde2fbfdaf832ddbaa4e,True,2025-05-22 11:30:01,2025-06-19 11:30:01
