device_id,customer_id,device_type,os_version,app_version,push_token,is_trusted,first_seen_at,last_seen_at
55,39,android,18.1,7.11.2,b84747cdbccbe94bd1da469e0e9e86393ad11ec5e6b5671d2bb2cebfbbbc6d7d,True,2024-07-30 19:17:47,2024-10-28 19:17:47
56,505,web,14.3,4.17.8,1a7509ddabcdd8e6aad3dc00c8666ec78eadd2aba5a40ada839bfb38fab712a2,True,2025-02-19 05:22:25,2025-06-29 05:22:25
57,713,android,11.4,3.19.8,de60abfec8596ede5da928b0baace3f142f60f14f9a7ebf29695bddda5c7cd8f,True,2025-10-28 01:50:36,2026-05-13 01:50:36
58,848,ios,17.4,4.12.3,7ba6b8c3b54d9c81f4bdece1af5bab0ad71e122403bca88bff5d2ab4eb3b2ef2,True,2025-02-28 05:56:03,2025-08-01 05:56:03
59,588,android,15.5,5.13.4,ba5fdd8fac38871bf3addb70bc2d2c7fb86dd7fd4c5bfbfacf81ba4bbfae39af,True,2024-07-30 09:22:59,2024-12-17 09:22:59
60,858,android,16.3,4.14.7,3b6d0b435d39b243b2cef46fd7bb0c96667e7a19dba7af92db226ef3477abf85,True,2024-07-12 14:43:48,2024-07-20 14:43:48
61,741,android,10.3,4.20.9,4fb9daca3dcafe04cee5da93de80eb0888388ef3048120fde35cae5adab28e34,True,2025-09-15 11:31:50,2026-02-11 11:31:50
62,632,android,10.5,5.2.2,f78b6cdffee2c8cd5efee8bf2c8d57e337a0dcfcf6c3fb8add33df66c3f908e7,True,2025-07-27 00:59:56,2026-01-17 00:59:56
63,538,ios,16.4,5.4.2,1d410eab14eb4b629a90eccb21bcfca46eeffddfd4d785b9bf3c7abf86a190e2,True,2024-07-25 00:14:43,2024-10-22 00:14:43
64,118,android,17.5,5.15.5,3a29d133e2a4af413b6aaa221feafcafdaeffca0ffcadf8717eafe82608f4445,True,2025-12-30 12:38:54,2026-01-23 12:38:54
65,980,ios,13.4,5.8.8,43dc3b9ee319dc26a90c06f088bb1a1dbee57bbc1baf81a2fdf3dfc2e1d84efe,True,2024-12-02 17:29:19,2025-02-20 17:29:19
66,568,ios,17.1,4.1.9,ddeaffbfea901b508a05640d5de4a8eda7b771caaf8e60ae0d3e153b14db3406,True,2025-05-23 05:52:27,2025-09-22 05:52:27
67,354,web,16.0,6.13.7,0fd2eebbf9bcbbacbd5ddbfaf4c6f136c95789da16f27b68e7fdad9cbbbd477a,True,2024-08-07 20:22:35,2024-10-26 20:22:35
68,960,ios,13.3,6.13.0,9c5fad6e8fceff48d23404130dedeae795ec2d1f54bff731a9adff5f7efdeddd,True,2025-05-05 17:21:48,2025-08-07 17:21:48
69,692,ios,13.4,4.12.2,29f78e5abaeab97c3db7a474ec20a7e3afc3bf0e4cfdafbadb2c8ccec78d7ba7,True,2025-09-28 14:32:49,2026-03-09 14:32:49
70,937,ios,11.2,6.14.6,eb6cbeaf2456d4a67dec36ef3a4bcb2cfd628ef29a21009af970a6b2a933cd29,True,2025-05-20 04:30:08,2025-10-01 04:30:08
71,479,android,15.4,3.20.5,d8c630da83fa9dfcab727b09b7cebc1b50a8426a3cc3dded94fcdccedcdf1a6b,True,2024-07-23 11:16:43,2024-09-26 11:16:43
72,291,android,11.0,3.0.1,1a24f14fbaf1f5f213958e85390382ad81dcd31e7a2c9fdbeba369abfebbd0f3,True,2025-07-20 09:37:56,2025-08-16 09:37:56
73,314,android,17.2,4.10.3,ac7f8ce70baea1a8b9a2e11c6351c7d7be01c8d9800b6ea8c1fbd6af33cf2da7,True,2024-08-18 15:33:47,2024-12-20 15:33:47
74,352,ios,11.4,6.16.8,200da65181de99c326ac5f8b1ec98f9a27daffac32bbfac76f1e13e5faebb2b1,True,2024-06-30 14:17:32,2024-08-25 14:17:32
75,432,web,16.4,4.3.1,abbf79845fce5f499324c8144d4da3d0e5eedcc54111d93dea1cfdec2eba8a6d,True,2025-07-18 21:46:29,2025-09-25 21:46:29
76,768,web,12.3,4.4.3,a9fbdfba3fac8a0f7efd7aedaf69efcca5de74ac9fd859f9a960547faafdf2cb,True,2024-06-05 13:09:21,2024-06-20 13:09:21
77,349,web,18.5,3.20.3,abea15e4e108f4eaefb3adc3acfdfeb5102705465cebae2e84ffaaeb0c3fddb8,True,2024-10-27 20:37:22,2025-02-01 20:37:22
78,324,android,14.3,4.7.2,dbcf9c5db824fe1c0f2c4fdd4a17aebebc51aeef9deeef23173dda2bcfa5aa3d,True,2025-09-05 06:20:59,2026-01-12 06:20:59
79,861,android,15.1,4.0.8,1bdd41e457694edc317ac85709cdbc1cd7ca113bcccb036147ae171fde21bbe4,True,2025-07-24 13:05:58,2025-08-24 13:05:58
80,897,web,11.0,7.9.6,b53284a0ce7ed43addec1bd476f498c5bfcce7cb2aa169ceea43f2aca5dfbff4,True,2025-03-14 19:28:29,2025-05-26 19:28:29
81,443,ios,17.2,3.18.6,c9359cfd7f50afaadcccdd9f0419aaf2957594fe1edeb5a61b26b4ef93b23edb,False,2024-12-06 04:34:58,2025-01-30 04:34:58
82,762,android,17.2,6.11.3,54ae05b108fdcaebbea2cc79ae1687ecea9cacbea6923f8ff991cd4f501b104c,True,2025-12-28 14:04:34,2026-05-28 14:04:34
83,614,android,17.2,6.18.0,ed043c1737f880fc3b74bc3b5fb524fef97fb26ecf86cdb967b6ed405faadbac,True,2025-09-27 06:23:50,2026-02-08 06:23:50
84,638,android,15.1,3.19.0,8dcbbb5f5fc8d002e6cf1c0f61a6e1a03392ca500afea3fda7b95aa4ef1a7eaf,True,2025-04-16 15:11:41,2025-06-15 15:11:41
85,442,ios,16.1,5.18.6,acc870003cecbd0ac4e98b04cdaf9d8bc0bdd44d8fc3e9b5addb8ad3da14440b,True,2024-12-28 07:15:42,2025-01-28 07:15:42
86,450,ios,16.2,4.14.9,b25de30fee1e1ba1dad56384d90ea297ebddcb2cf69bf41f51fe05c9b371e70f,True,2025-04-07 04:31:03,2025-05-16 04:31:03
87,336,ios,11.4,6.5.6,4939388dced6c489f32bdaefe7ee2cca0f8fbadb6e55846cfeefd419905ce6ac,False,2025-01-11 03:38:09,2025-07-01 03:38:09
88,45,android,13.3,7.8.8,ab6d7d218dc207c5cabf23b7a6b4caf7b6b7fa2c0fd82eb0d99ef7c613dc71db,True,2024-06-24 11:30:35,2024-08-18 11:30:35
89,951,android,10.1,4.18.0,1859bada780e05ac398cefc63e9c6db606efaae7d3eb1c2df8ebad9ac30dc52c,True,2025-09-27 13:14:02,2025-12-05 13:14:02
90,383,android,17.1,7.2.5,7b2bdceaf7aaa6cf7b25e27a1b2ca4351a7ee4caefe9bef62afa194c90befc88,True,2024-09-12 15:18:36,2024-11-11 15:18:36
91,654,android,10.1,6.8.1,db944f8c9e87d3b9b643212ff9b09ccb0a5d436bfedcbf5b0be64be4cca54a47,True,2025-02-15 22:20:07,2025-08-21 22:20:07
92,145,ios,12.1,3.1.3,eb0eedd9c5aac1f3b7fd0e9fbef8bde53b9eb8fcdc1cd94b502aecd292ccbce4,True,2025-08-26 03:14:53,2026-02-10 03:14:53
93,881,ios,16.0,3.16.4,d4e3aebf31da56c3fdf60f2d648b71c05902d78fbda996dd1cc8b6daddbdeeb3,True,2025-05-12 20:39:47,2025-05-30 20:39:47
94,757,web,18.1,6.3.9,6d487ddedb246a197e188013f666c3ced222230c2c79b58b6cbfda3dceaafd9f,True,2025-12-07 08:57:52,2026-03-30 08:57:52
95,424,ios,16.4,7.9.6,c4a84ea5faadcd3ea6fb8bf25bc32c0159fa07fbbfeec09e0f6b36a8dbccac79,False,2024-06-19 17:11:35,2024-11-19 17:11:35
96,439,web,12.3,7.1.3,faacceb9ac8cf8c25b6d89b39a9cd8dda5ecca6b5b3f91036ae4dd73fc6d95ba,True,2025-03-16 11:05:29,2025-04-11 11:05:29
97,65,android,18.4,3.13.6,7bba0e1b875dfca4a69dcd8ab51f3983aec1de8e1bcbf2960e64b2083ebb00f0,False,2024-10-29 04:53:45,2025-02-05 04:53:45
98,793,ios,15.1,5.20.9,dc710b27b9e2bee3def7ad4bd0d1967dea340edd1c0babc0c77dca7af43ef6b3,True,2025-04-21 10:57:06,2025-10-06 10:57:06
99,616,android,11.4,4.7.7,a718bf994eeacb57452048cbdfdffeaa5f18d4f3a35ec3ba2baa8a377b4eebd8,True,2025-03-14 10:59:36,2025-05-01 10:59:36
100,43,ios,11.1,7.20.0,baf333293169fcfb4e3f8afadfab947c8d783bf2dce3aaf89cdd7de1f471af6e,True,2025-10-13 08:32:37,2025-12-01 08:32:37
101,799,android,16.3,7.15.7,1e2da11a2d846e4af01c0efd851772a34cc93d27c9c0c17a3bdce39a3adacbff,True,2025-01-05 04:55:48,2025-06-18 04:55:48
102,34,android,11.2,4.3.0,84d51f7815b6a0c6bea57971f781e8c454e63bfbca3e7afd64f16cbbc5c9a761,True,2024-08-08 01:55:00,2024-11-17 01:55:00
103,621,android,15.1,7.16.3,de7eadffe4358c7c56fb5d87f1e166f93653add220cef8fd3afaf32cd2a7feaf,True,2025-08-22 18:49:15,2025-09-12 18:49:15
104,407,android,18.5,4.3.2,c7cd2ace1aa7a7bbddf5ccce3662a2eb1fd5e5ea296388bbfbe7d0fcabbbfa6a,True,2025-07-22 06:45:17,2025-07-25 06:45:17
105,991,web,15.1,7.2.9,a6ed0dab81dcfbefe8d8cd419baeab57c1fa318504c29b68ddf9d1bead169ae3,True,2025-09-08 21:19:00,2025-12-05 21:19:00
106,172,android,18.1,4.4.0,adbaae12a03dce26c4dbddb1ade2ca29bfd3c134741ae7cd84aaa94e2bce4e3f,True,2025-10-11 08:23:11,2026-04-11 08:23:11
107,982,web,18.1,3.4.8,beebbf05fbf46a59d94cddc3fafcadcb6cf63b533b4c9ab4c5f8783186ae1edd,True,2025-08-04 16:32:12,2025-09-15 16:32:12
108,790,ios,16.2,6.7.2,046d31dcaabc7ad4cef33f13522a8cd9181e4a7c8e3bcf70cdc1f7dffafdb136,True,2025-01-08 08:10:17,2025-01-30 08:10:17
109,520,android,12.1,3.6.7,a037a0a9efaca0b53793ff5d3cd3dda3bc21927acee6feeedae4c96ec2d272c8,True,2024-10-02 01:31:47,2025-01-18 01:31:47
110,357,android,14.0,7.4.3,0253ea0af4ceff966bee2d05b9da55830cc45e1f4abd6c562baf6ac3f2f31cff,True,2025-05-10 14:08:13,2025-08-10 14:08:13
111,489,android,14.1,5.2.1,0bcbbccb3ccddbea8efcb1a902a4f6dc376e010835012a290ec32dbe0d34f5b5,True,2025-10-14 00:27:09,2026-03-08 00:27:09
112,599,android,18.0,3.2.2,fa90ade27841e6156eab1d20b1b9dcd9eafaab13575b8ccdec50e0bda0cf36cc,True,2025-11-17 17:12:23,2026-04-18 17:12:23
113,615,android,18.5,3.5.7,b5bbfa8bd7a535ca6b9dae690ebedc546ede18b84cea2a8838c60c3f197e9fa2,True,2025-09-25 00:29:50,2025-10-29 00:29:50
114,640,android,12.1,3.8.7,e4683c82ba8da7cbd81aecc93296ae2b674bf63ef6da781289dda9c492ac3d27,True,2025-01-29 17:43:07,2025-03-24 17:43:07
115,583,android,13.1,5.2.4,76d91a9eee0fabb6daa67f6b35e6efaf7fc8bc91aca77d3164efbeacd212edb5,True,2025-10-06 06:00:18,2026-03-02 06:00:18
116,106,android,12.5,4.4.3,edadec1e665dd3c9bf5af8a3e6bca7abe37fba545cba7e79e1bcf9aebbcaff9d,True,2025-05-21 12:56:28,2025-08-17 12:56:28
117,405,web,14.4,4.0.1,4d7ca7fff1c460fa904fbce151032c3ecc1ff939eaccdaafc52e482efd95be12,True,2024-08-20 12:24:59,2024-10-20 12:24:59
118,519,android,16.4,6.13.3,958a8facb0df6afeaf3dbad1eecef0bcd1aad1faa7b4f7568f730322f4ee3fd9,True,2024-09-09 06:44:48,2025-02-14 06:44:48
119,99,web,11.1,6.17.9,9b5ae4cef0ccbafff99cedd2cc96beb2bdaf1f8aca47100f32a7cda57ab9c1cb,True,2025-09-13 10:56:03,2025-09-19 10:56:03
120,734,android,18.4,3.9.7,de64bebea5fc9eebc2a1b0cc9eb2e1e7fc8e5ac8dbf0811ef13cb3e9928345ad,True,2024-09-04 00:48:58,2025-01-23 00:48:58
121,978,android,11.0,5.18.9,15aa2f7ba7cb05cab6ef0aa91dbf5fb4ac37e8c86e9448e5ceed591ffb50ade7,True,2024-10-06 14:34:22,2024-12-12 14:34:22
122,353,android,16.0,5.14.0,c220cc4ab48abc0e4ccdb05b7639aed5dbcdbee91d4bad5ac7f5e9a6c7c111d3,True,2025-04-03 06:52:52,2025-08-19 06:52:52
123,948,android,14.3,3.11.2,ab58ebacc604fec3198c4dbd4bfa438c0baeb48be70a7ad6c17cbeb0fa1467fc,True,2025-01-15 23:13:16,2025-06-12 23:13:16
124,114,web,12.4,6.0.8,c3e08e0f8f89f2f20187180e8b5e9fc06ddd662cbabdf5e94448c2aa0398eda2,True,2025-03-16 13:25:09,2025-04-05 13:25:09
125,60,android,16.1,6.1.4,9dabaf97bef7cf484ee999db34b3b632189d128cbec1cba5ddbc17b5b2a4c9dc,True,2024-11-23 04:41:47,2025-03-08 04:41:47
126,156,web,12.5,5.18.1,8214b912dd78b3eed0e9cbc84ae66ccd977de29cfc5ba2ec6d4fdf94ce3a73e9,True,2025-10-10 07:45:39,2025-10-26 07:45:39
127,923,android,10.5,6.12.4,aee9de6669064e235e5be5af0f2d555e53d5ffaf4edab4acbfed6c89a12e0273,True,2025-06-22 22:09:40,2025-09-20 22:09:40
128,21,android,18.2,6.17.7,5a91fc2e4de5a0268ed535c1a34dcec1aca5a4ab5b5f7090b063a049ea58f779,True,2025-12-15 21:08:21,2026-01-08 21:08:21
129,983,web,13.0,5.2.8,8bbeeb831ed16eda9130c55ac6c3aaec4de3eb6fd5b7b3aee88ea62d0601c7fd,True,2025-01-02 13:05:20,2025-01-30 13:05:20
130,319,web,14.1,4.4.0,f200de341550a361c9a44efd2b4ec82c3047e2fe7b1e19d32214df41bb224a8e,True,2025-09-13 23:33:30,2026-01-13 23:33:30
131,418,ios,13.2,3.1.8,ac8a6294f46fe709b61fcae1adedf1c95daabfe90f5edecd9bda6bbde116ecbb,True,2025-02-13 20:34:11,2025-04-11 20:34:11
132,106,android,13.4,5.4.1,4d088df75af9e747831fcdaa9ecdff5dbcba27fb12f2f7e1ffeab62d4be6fef8,True,2025-02-13 08:30:18,2025-04-24 08:30:18
133,722,web,11.2,7.14.9,3eb0c9982a2a6939fa1e28fc44c668ce1a179ca2d7ed9b99f6dad196f6db1965,True,2025-08-27 09:48:54,2026-02-27 09:48:54
134,673,android,12.3,5.5.6,b3890d5e287f40c11e6d88cd8a5aa49b6ab52f2a0a1cf77d54dfe0a8ad20cc76,True,2025-09-07 13:51:27,2026-02-07 13:51:27
135,798,android,15.2,4.16.7,e29df0dcd2c84004cb55b1daef96f0a0ede5f6c6fb3b0e944a8a160e7abeac26,True,2025-02-02 04:16:34,2025-06-20 04:16:34
136,446,android,14.2,7.1.5,8d1a679e4ab43c67b0868a007f1c9bedd7bd1aba7f48223cb99cbb5ac134e2de,True,2024-09-30 15:05:05,2024-11-13 15:05:05
137,464,android,12.1,4.10.3,cadebfc2e4cfb815cd25d3f63efd7b8cd68e23b4b871f4e351efa1db30e7c2fc,False,2025-04-29 17:35:44,2025-05-10 17:35:44
138,218,web,16.2,5.19.9,9aed28fb598f0dcccadf7bece9dddbb1cd9d9bfd8fd80ceedcfaf89db1fcfbe6,True,2024-07-19 06:04:03,2024-11-13 06:04:03
139,660,android,10.5,5.14.8,852abe85cd10ddfbca1adb599cf1f9c6d9b5a51ec705eb6f8c5506bc3c1ae819,False,2025-04-22 06:22:48,2025-10-04 06:22:48
140,294,android,16.0,6.17.8,afffe4dfdc2477c766c3fc8fce6d4df2c4dadc5ff6f0f86c077bcf68743beecf,False,2024-05-31 18:17:26,2024-07-23 18:17:26
141,544,android,18.2,6.15.5,e9c2b5ed11be3a3cda139bda79cd49eb6bf3ceaeb0a7e5aaea4b8c5feb8fa6ef,True,2024-12-23 17:34:58,2025-06-07 17:34:58
142,450,android,15.4,7.18.2,c7d463b1b52d8ad4b10f0b75fac86bad2b22f2501bde7aecd9e92edf20fa5abc,True,2025-04-07 08:00:53,2025-07-03 08:00:53
143,537,android,11.3,5.15.1,ead33bdbf7d2ec000a4ccaa472d8d7f8acaed2b6efd917fde599ddbefa46e65a,True,2024-12-25 19:51:32,2024-12-25 19:51:32
144,222,android,13.0,3.14.9,2d8e0e26eb3e309dfdbb6ddfdaebad97ca6df26bacb7dfc4e42cd4d68c7c3bd5,True,2024-10-27 03:30:19,2025-03-15 03:30:19
145,623,web,18.1,7.15.2,41ef9ebd73efaeddb44dc2a6c23c67fecc54b6990b1b7df020da3f1c39b9c372,True,2024-08-01 23:36:47,2024-09-30 23:36:47
146,600,android,12.0,3.17.2,0eff82ee8515122cfc99ba3a3ffec1fbfb1bbb1ff1c99260d7c860f06d5e6ada,True,2025-04-24 17:52:54,2025-06-20 17:52:54
147,83,android,18.2,4.6.9,7b491badf8e7ea2af4ac698dc7e9b856b9913db2bbaaa347efee78cdeb7a0f60,True,2024-05-28 08:26:28,2024-11-07 08:26:28
148,772,android,15.0,5.16.1,cb6ece29febcf1e4afc1514eba4e6a895ffbc3668c0350e0aec949bb036ec6ea,False,2025-05-30 06:37:01,2025-11-22 06:37:01
149,817,ios,18.2,5.9.4,04a1eaaceda1ab1ca45a8dc18afbdd3128ecd7259f555ac6ae1ceefabafcf425,False,2024-08-09 15:42:52,2024-11-20 15:42:52
150,995,android,12.1,7.18.5,23b474c798ac64be5d57eafbf1a0eb2eebdae4cdcb7e9cd8a147d421af4b1aca,True,2024-06-20 16:55:28,2024-07-20 16:55:28
